Emailing (geklickt);Emailing (geöffnet);SAP GP Nummer
0;1;19173173
0;0;19172807
0;0;18979436
0;1;18979653
0;1;18981016
0;0;19126007
0;1;19126098
0;0;18814192
0;1;18995822
0;1;18878031
0;1;18774015
0;0;18774110
0;1;17617340
0;0;17618339
0;1;17619351
0;0;18970049
0;0;18702462
0;0;18731503
0;1;19102607
0;1;18522572
0;1;19016885
0;1;19016933
0;1;16079363
0;0;16079834
0;0;18892289
0;0;16081654
0;0;18764169
0;1;16087286
0;0;18764532
0;1;16093314
0;1;16094205
0;1;16094551
0;0;18892546
0;0;16098776
0;0;16102823
1;1;16105073
0;1;18893033
0;1;19103928
0;0;19104144
0;0;18674124
0;0;18674493
0;0;18674558
0;1;18941725
0;0;19099608
0;1;17348585
0;1;17349792
0;0;17349919
0;0;17349921
1;1;17355961
0;1;17359457
0;0;17360128
1;1;18978846
0;1;17063172
1;1;17064921
0;1;18710411
0;1;19092792
1;1;18986419
0;1;18986653
0;0;18986978
0;1;19092813
0;0;19043540
0;0;19135129
0;1;19135292
0;0;19119701
0;0;19119826
0;1;16133247
1;1;16133447
0;1;16135329
0;1;16135459
0;1;18651339
0;0;18651434
0;0;19090337
0;1;19067960
1;1;19100426
1;1;19100654
0;1;18490836
0;0;18888461
0;0;18772113
0;0;18772534
1;1;16053771
0;1;18739905
0;1;18740525
0;1;18741766
0;1;18742747
0;1;18742930
0;0;18234715
1;1;18805962
0;0;18858156
0;1;18241609
0;1;18913776
0;0;19154424
0;1;19154553
0;1;18978444
0;0;18978476
0;0;16376151
0;0;19066036
1;1;19066348
0;1;19056259
0;0;19056840
0;0;19057869
0;0;19029553
0;0;19029688
0;1;19029737
0;0;18981335
0;0;18982780
0;1;18675624
0;1;18984114
0;1;18676829
0;1;19171106
0;1;19171323
0;0;19153813
0;1;19126895
0;1;16109012
0;1;16113271
0;0;16114230
0;0;16117692
0;0;16117989
0;0;16118219
0;0;16123077
0;0;16123381
0;0;16124555
0;1;16131907
0;0;16141777
0;1;16142922
0;1;16142962
0;0;16143555
0;1;16146704
0;0;16148415
0;0;16155768
0;0;16156556
0;0;16159255
0;1;18766679
0;0;18766746
0;1;18893270
0;0;18281844
0;0;18284237
0;1;18913891
0;1;16257455
0;0;16258044
1;1;18768663
0;0;16305504
0;1;16305621
0;0;18890772
0;1;17626844
0;1;18732927
0;1;16306118
0;1;16306436
0;1;19094296
0;1;18878368
0;0;19099992
0;1;19100943
0;1;18945827
1;1;17065264
0;0;17068616
0;1;17070416
1;1;17071845
0;0;18979522
0;1;18999841
0;0;18931230
0;1;18990046
0;1;18951691
0;1;17360683
0;1;17400167
0;1;18951886
1;1;18673466
0;1;19038996
1;1;19114050
1;1;19114558
0;0;19170886
0;0;19148921
1;1;19135952
0;1;19120339
0;1;19136055
0;1;18651592
0;0;18299914
0;0;18827549
0;0;18827562
0;1;16135921
0;1;16135976
0;1;16136062
0;0;16136145
0;1;16137097
0;1;16137279
0;0;18651964
1;1;18652114
0;0;19101371
1;1;19101621
1;1;18744635
0;1;18745546
0;1;18745606
0;1;18748158
0;0;18967773
0;0;19123209
0;0;18500204
1;1;17651432
0;0;18502403
0;1;18503032
0;1;18507575
0;0;18251277
1;1;18252610
0;0;18884405
0;0;18254417
0;1;18254548
0;0;18807319
0;0;18807565
0;1;18859070
0;1;18255406
0;1;18929624
0;0;18808215
0;1;18258939
0;1;18762787
0;0;16379338
0;1;16379640
0;0;16380547
1;1;19081063
0;0;19016636
0;1;19059879
0;0;18678930
0;0;19041203
0;0;18864856
0;1;18680322
0;0;18984232
0;0;18987098
0;0;19076812
0;0;16159943
1;1;16160129
0;1;16160847
0;1;16161194
0;1;16161759
0;1;16163766
0;0;16164163
0;0;16165979
0;1;16167667
0;1;16169600
0;0;16170381
0;0;16171403
0;1;16172328
0;1;16172524
0;1;16172650
0;1;16172841
0;1;16173109
0;1;16173451
0;1;16173926
0;0;16174991
0;0;16175125
1;1;16175179
0;1;16177826
0;1;16178099
0;1;16178221
0;1;16179618
0;1;16181400
0;1;16181537
0;0;16181541
1;1;16181737
0;1;16182201
0;0;16183065
0;1;16184559
0;0;16202008
0;0;16202907
0;0;16203962
0;1;16204491
0;1;16204679
0;0;19146450
0;0;19146484
0;0;19146560
0;1;18894984
0;0;18528241
0;1;18287019
0;0;18531876
0;1;19130759
0;1;18961012
0;0;19079027
0;1;18891349
0;0;19130920
0;1;18905178
0;0;16492083
0;1;18649062
0;1;18946919
0;1;19004865
0;0;19102066
0;1;19102190
0;0;19103456
0;1;19103552
0;0;19104333
0;1;18965653
0;1;19012334
0;0;19012395
0;0;19103461
0;0;17629279
0;1;17632929
0;0;19029927
0;0;18768796
0;0;18769198
0;1;18769472
0;0;18769516
0;0;18893850
0;1;18769898
0;1;18770244
0;1;18894392
0;0;18932203
0;1;17072712
0;0;18846418
0;0;18712168
0;1;17401930
1;1;17401970
0;1;19068456
0;0;19120631
1;1;18058062
0;0;16138045
0;0;16138877
0;0;19069864
0;1;19167093
0;1;19039346
0;1;19003313
0;0;19003354
0;0;19003428
0;1;18750951
0;1;18755392
0;0;18755486
0;1;18757097
1;1;18968310
0;1;18509388
0;1;17654596
0;1;18036673
0;0;18890037
0;0;18775108
0;0;18509846
0;1;19061069
0;0;19061780
0;0;19062078
0;1;18987591
0;1;18988683
0;1;18989737
0;1;18865045
0;0;18928565
0;1;18928639
0;0;18267473
0;0;18682247
0;0;18845178
0;0;18865397
0;0;18064067
0;0;18064967
0;0;19155344
0;0;18066575
0;1;18066802
0;1;18929954
0;1;16382303
0;1;18764193
0;0;18392023
0;0;19067825
0;1;19129324
1;1;19129327
0;0;19068300
0;1;19146662
0;0;19156681
0;0;19172511
0;1;19146947
0;1;19172607
0;0;19172611
0;1;19156882
0;0;19057459
0;1;19154381
0;1;18971106
0;0;17634184
0;0;17636860
0;1;18971343
0;0;18734380
0;1;18534110
0;1;18871754
0;1;18737181
0;1;18737322
0;1;18737324
1;1;18737550
0;0;19105007
0;1;19105702
0;0;19106082
0;1;19106188
0;0;19106192
0;0;19106244
0;0;18905696
0;1;18905941
0;0;16493347
0;1;16493725
0;0;16494411
0;1;16494742
0;0;18649124
0;0;18451255
0;0;18451575
0;0;16209399
0;1;16209452
0;1;16215581
1;1;16216295
0;0;16219039
0;0;16221024
0;0;16222734
0;1;16222787
0;0;16223008
0;1;16224875
1;1;16224880
0;1;16226518
0;0;16226688
0;1;16227977
0;1;16229489
0;0;19130990
0;0;18955239
0;0;18980013
0;0;18932905
0;1;17081039
0;0;17083047
0;1;19103494
0;1;19012998
0;1;19016549
0;1;18967029
0;1;18771930
0;1;18895097
0;0;19000504
0;1;19093354
0;1;18932756
0;0;19121090
0;0;19110707
0;1;19068798
0;1;19009652
0;1;17403904
0;0;19044649
0;1;19003672
0;0;19070760
0;1;19070964
0;0;19070968
0;1;19041546
0;1;19041642
0;1;18060768
0;1;18061283
0;1;18658993
0;1;18061988
0;1;16143316
0;1;18313231
0;0;18314405
0;0;18315204
0;0;18829074
0;0;18661262
0;0;18760011
0;1;18760106
0;1;18761086
0;0;18761269
0;0;18761812
0;1;18763020
0;1;19124501
0;1;19068555
0;0;18969158
0;1;19069103
1;1;18930089
0;0;18930103
0;0;19062819
0;1;19064739
0;1;18770330
0;1;18070601
0;1;18990029
0;1;16059331
0;1;16061222
0;1;18889203
0;1;18992453
0;1;18776724
0;0;19042317
0;0;18685982
1;1;18271972
0;0;18272500
0;1;18810244
0;0;18275962
0;1;18277461
0;0;18942891
0;1;19104698
0;1;19041097
0;1;19041418
0;0;18790931
0;0;18454015
0;0;18455065
0;1;18765899
0;1;19005475
0;1;18980470
0;1;18997318
0;0;16391595
0;0;16495230
0;0;16495498
0;0;16496519
0;1;19057442
0;0;16499358
0;0;18650591
0;1;18650887
0;0;18766844
0;0;19005846
1;1;18651142
0;1;18906484
0;1;18906487
0;0;19057764
0;1;19128589
0;1;18712742
0;1;17084123
0;1;17084523
0;1;17086460
0;0;18980954
0;1;17089805
0;1;17091039
1;1;18714003
0;0;18628381
1;1;18714976
0;1;18914919
0;1;18735418
1;1;18293599
0;0;18538158
0;0;18538843
0;1;18538982
0;0;19157281
0;0;19172859
0;1;19147789
0;1;17645508
0;0;19095660
0;0;18971344
0;1;18777592
0;0;16249318
0;1;16255672
1;1;16257833
0;1;16257924
0;1;16300282
0;0;16307810
0;0;16309088
0;0;16311757
0;1;16312451
0;0;16312550
0;1;18955328
0;1;16315053
0;0;16316261
0;1;16318132
0;1;16319384
0;0;16320099
0;0;18892537
0;1;18955553
0;0;16324594
1;1;16325333
0;1;16325484
0;0;16327857
0;0;18989065
0;0;18933020
0;0;18933038
0;1;18992188
0;0;19016805
0;0;19013118
0;1;19148047
0;1;19121615
0;1;19138625
0;1;19138675
0;1;17404205
0;1;17404409
0;1;17404503
0;1;19010180
0;1;19115070
1;1;19115098
0;1;19045524
0;0;19004245
1;1;19004463
0;1;19092205
0;0;19092715
0;0;19092718
0;1;19072696
0;1;19103549
0;1;19092878
0;1;18321413
0;1;18829822
0;1;16145488
0;1;16146288
0;1;16146741
1;1;16146986
0;0;16147779
0;0;19067142
0;0;19067726
0;0;18940513
0;1;18765671
1;1;18765773
0;1;18766443
0;0;18767776
0;1;18770235
0;1;18518633
0;1;18891744
0;1;18778256
0;1;18778356
0;0;18522360
0;1;18812124
0;1;18860511
0;0;19104827
0;1;18296202
1;1;18914827
1;1;18846725
1;1;18687388
0;1;19042684
0;1;18687875
0;0;18688271
0;1;18688571
0;0;18889839
0;1;18992652
1;1;18993215
1;1;18993420
0;1;18993487
0;1;18993871
1;1;18993977
0;1;18994427
0;1;18994585
0;0;18998538
0;0;18981133
0;1;18933245
0;0;19041216
0;0;18948077
0;0;16505419
0;0;18459880
0;0;18651406
0;1;18981074
0;0;16395725
0;1;17649605
0;0;17650156
0;1;18736557
0;1;19030625
1;1;19078644
0;1;19159984
0;1;19147994
0;1;19148208
1;1;19158400
0;0;19148587
0;0;16329135
0;1;16330983
1;1;16331758
0;1;16334462
0;1;16337132
0;0;16337560
1;1;16338726
0;0;16340606
0;1;16341852
0;1;16343076
1;1;16347821
0;0;16348567
1;1;16350378
0;0;16354592
0;1;16354691
0;1;16354953
0;1;16355853
0;1;16358662
1;1;16362405
0;1;16364039
0;1;16364066
0;0;16366483
0;0;16372291
0;1;16372965
1;1;16377556
0;1;16381212
0;1;16381327
0;1;18962658
0;0;18993250
0;1;19148080
0;0;19138834
0;0;19122289
0;0;19111989
1;1;19122563
0;1;19122661
1;1;19115349
0;0;19004868
0;1;19005216
0;0;19046154
0;1;19046264
0;1;18863592
0;1;19010377
0;0;19010523
1;1;18863903
0;1;19070441
0;0;18676347
0;1;16149251
0;1;18831828
0;1;18875551
0;0;19093073
0;1;19069284
0;0;18941302
0;1;18860262
0;1;18860305
1;1;18941655
0;0;19068903
1;1;19069358
0;1;18303305
0;0;18861123
1;1;18308962
0;0;19032355
0;0;18309848
0;1;18310032
0;1;18317461
0;1;18772775
0;0;18775437
0;0;18775444
0;0;18775672
0;0;18776516
0;0;18779087
0;0;19058286
0;1;18738070
0;0;18738110
0;0;18738328
1;1;18999066
1;1;18999227
1;1;19129622
0;1;18523359
0;1;18524518
0;0;18525429
0;0;18527769
0;0;16064490
0;1;17693734
1;1;17694129
0;1;17694849
0;1;18046368
0;1;17698653
0;1;17699287
0;1;18851074
0;1;19082801
0;1;18915377
0;1;18889999
0;1;18867047
0;0;18651424
0;1;16511349
0;1;19006771
0;0;19007058
0;0;16513538
0;1;16513972
0;0;16514636
0;0;16517492
0;0;18907426
0;1;18907476
0;1;19041505
0;1;18981855
0;1;17102111
0;1;17103006
1;1;17105854
0;0;17108206
0;0;17108493
0;1;18543822
0;1;18737114
0;0;18737192
0;0;18995328
0;1;18996750
0;1;16386420
0;0;16386611
0;1;16387670
0;1;16390066
0;1;16392104
0;0;16393817
0;0;16394764
0;0;16395442
0;0;16397001
0;1;16398543
0;1;16404297
0;1;16409166
0;1;16409457
0;1;16409760
0;1;16410126
0;0;16411056
0;0;16417075
1;1;16418145
0;0;16419545
0;1;16421701
0;1;16423177
1;1;16425183
0;0;16425414
0;0;16427388
0;1;16428408
0;1;16431648
0;0;16434808
0;1;16438983
1;1;16439525
0;1;16440408
0;1;18894453
0;1;18894456
0;1;18894457
0;1;16440815
0;1;16440922
0;1;16442040
0;1;16445057
0;0;16447794
0;1;16450366
0;0;16452097
0;1;18956927
1;1;19042875
0;1;19160242
0;0;16399676
0;1;16400494
0;0;18887462
0;0;19114339
0;1;18777574
0;0;18957664
0;1;18991057
0;0;18993851
0;1;18994026
0;1;18991544
1;1;18992032
0;0;19031397
0;1;18705954
0;1;17650504
1;1;17651761
0;0;17652367
0;0;18706305
0;1;18779169
0;1;17655799
1;1;17658517
0;0;19110883
0;0;19111087
0;0;19111490
0;0;19111791
0;0;19111838
0;0;19019739
1;1;19112638
0;0;19113118
0;1;19010741
0;0;19071081
0;1;19005841
1;1;18668815
1;1;18328750
0;1;18832929
0;1;18860545
0;0;18942571
0;1;18780554
0;0;18782232
0;1;18784961
0;1;18785131
0;0;19070507
0;0;19070623
0;1;19071374
0;0;19072269
0;0;18320991
0;1;18321398
0;0;18332989
0;1;19104690
0;1;19093844
0;1;19167119
0;0;19094266
0;1;19141655
0;1;19141665
0;1;18738358
0;0;18738466
0;1;18630254
1;1;17114687
0;0;18848534
0;1;18716761
0;0;18716857
0;0;18631045
0;1;18982405
0;1;18052000
0;0;18948615
0;0;18948632
0;1;18794958
1;1;18907829
0;1;18654799
0;1;18908031
0;1;18908075
0;1;18073010
0;1;18693175
1;1;18693408
0;0;19105448
0;1;18694727
0;1;18998490
1;1;16452170
1;1;16452533
0;1;16453007
0;0;16453459
0;0;16456721
0;1;16457532
0;0;16457646
0;0;16459980
0;0;16465845
0;0;16468865
0;1;16469142
0;0;16469940
0;1;16470995
0;1;16471208
0;1;16472242
0;1;16482209
1;1;16487037
0;1;16489526
0;1;16492479
0;0;16494818
0;0;16495463
0;1;16496602
0;0;16498254
1;1;16498902
0;0;16499387
0;1;16499595
0;1;16505062
0;1;16505761
0;1;16506251
0;1;16511540
0;1;16513217
0;0;16515087
0;1;16515590
0;1;16517536
0;1;16517830
0;0;16518964
0;1;16520315
0;1;18895029
0;1;18984790
1;1;18895517
0;0;18984969
0;0;19069684
0;0;19160303
1;1;19079816
1;1;19080069
0;1;19093699
0;1;18778766
0;0;18915909
0;1;18916026
0;0;18395197
0;0;18887893
0;1;16402501
0;0;16402784
0;1;16402847
0;0;18396060
0;1;19112997
0;0;19114409
0;1;19115362
0;0;18972814
0;1;17663160
0;1;18973239
0;0;18305429
0;1;18737494
0;1;18737532
0;0;18962550
0;1;18546217
0;0;18962680
1;1;16311501
0;1;16311894
0;0;19059752
0;0;19149664
0;1;19149184
0;0;19018091
0;0;19140629
0;0;19020174
0;0;19020180
0;0;19124131
0;1;19018208
0;1;19124178
1;1;18970535
0;0;19021062
0;0;18670828
0;0;16150526
0;1;16150877
0;1;16155354
0;1;18834561
0;1;18334887
0;0;18336839
0;0;19042158
0;0;19006814
1;1;18864288
0;1;17405812
0;1;18790960
0;0;18790989
0;0;18794629
0;1;18819369
0;0;19073242
0;0;19074272
0;0;19074354
0;1;19074405
0;1;19105270
0;1;19074645
0;1;19142017
0;1;19105585
0;1;19074991
0;0;16518699
0;1;16519916
0;1;16523359
0;1;18469707
0;0;18796221
0;0;19007884
0;1;19007907
0;1;18908659
0;1;18915963
1;1;18773620
0;0;17701982
0;0;17703502
0;0;18534075
0;1;17711095
0;1;18537250
0;0;18781227
0;1;16067787
0;0;19002540
0;1;19002603
0;1;18891461
0;1;18717373
0;1;19080525
0;1;18934898
0;1;18994977
0;1;18995093
0;0;18935368
1;1;16520541
0;1;16523294
1;1;16524026
0;1;16524956
0;0;16532298
0;0;18898521
0;1;16542224
0;1;16544762
0;1;16548251
0;1;16549930
0;0;16550511
1;1;16551077
0;1;16552261
0;1;16554228
0;0;16555181
0;0;16641953
0;0;16647501
0;0;16647805
0;1;16647954
0;1;16648128
0;1;16649229
0;1;16654470
0;0;16655215
0;1;16655401
0;1;16658224
0;1;16658501
0;0;16659268
0;0;16660696
0;1;16661299
0;1;19115561
0;0;19115866
0;0;19117348
0;0;18957869
0;0;18896402
0;1;18897005
1;1;18964897
0;1;18973720
0;1;18780348
0;0;19141146
1;1;19141692
0;1;19159934
0;1;19160087
0;0;19018580
0;0;19021429
0;1;18971006
0;1;19160402
0;1;19150661
0;1;18550182
1;1;18550859
0;1;18963413
0;0;18963553
0;1;18963642
0;1;18963676
0;0;18963741
0;1;16158245
0;0;16159074
0;0;18672945
0;1;18673026
1;1;18071531
0;1;18931848
0;0;18984195
0;0;19072140
1;1;17407082
0;0;17422467
0;1;19072454
0;1;18678969
0;1;17426133
0;0;19126260
0;0;18795443
0;1;18796678
0;1;18800134
0;1;18800806
0;1;18801876
0;1;19075318
1;1;19076736
0;0;19077588
0;1;19077596
0;1;19077701
0;1;19130994
0;0;18820101
0;0;18356537
0;0;18358672
0;1;18360639
0;1;18362303
1;1;19008133
0;0;18908726
0;0;18908810
0;0;18949635
0;0;16526995
0;1;18661461
0;0;18661975
1;1;19019063
0;1;18774050
0;0;19003456
0;1;19003492
0;0;19003693
0;1;19004379
0;1;19004657
0;1;19005530
0;1;19106195
0;1;19095080
0;1;19075697
0;0;19106529
0;0;17712749
0;1;17712766
0;0;18063427
1;1;18063717
0;1;18064139
0;0;17719707
0;0;17723649
0;1;17723725
0;1;19118362
0;0;19118387
0;0;19118893
0;1;19118987
0;0;19119166
0;0;19119532
0;0;19119690
0;1;18698013
1;1;18869508
0;1;18699114
1;1;18869953
0;1;19115519
0;1;19115694
0;1;19124643
1;1;19124782
0;0;19115775
0;0;19124966
0;1;19116232
1;1;19143308
0;1;18633468
0;1;16664597
0;1;16667779
0;1;16667970
1;1;16670705
0;1;16670874
0;0;16674323
0;1;16674981
0;1;16677421
1;1;16682211
0;0;16688816
0;1;16689242
0;0;16694393
0;1;16700645
0;1;16707280
0;0;16707829
0;1;16710196
0;1;16712213
0;1;16717507
0;0;16718408
0;0;16722144
0;0;16726364
0;1;16731532
0;0;16733348
0;1;16734416
0;0;16735249
0;1;16738051
0;1;16738134
0;0;16740568
0;1;16743799
1;1;17003653
0;1;17004979
0;1;17005131
0;0;17007066
0;0;17008947
0;0;17014126
0;1;18783938
0;1;18784394
0;0;18993562
0;0;19081150
0;0;18935555
0;1;18935735
0;1;19001302
0;1;19081527
0;0;18935964
0;0;18974146
0;1;19033661
1;1;18342557
0;0;18926741
0;1;18836915
0;1;18877545
0;1;18673582
0;1;18837536
0;1;18971651
0;0;19019805
0;1;19019822
0;0;19160699
0;1;19151834
1;1;19008026
0;1;18803018
0;1;18804700
0;1;18804908
0;0;18806416
1;1;18806885
0;1;18807453
0;0;19070060
0;0;18933396
0;1;19079414
0;1;19079895
0;0;18820441
0;0;18863588
0;1;18368274
0;1;18374834
0;1;18377076
0;0;18377927
0;0;18820654
0;1;18741174
0;0;18820731
0;0;16528491
1;1;16529567
0;1;18797548
0;0;19120654
0;1;19120793
0;1;19120860
0;1;19120938
0;1;19121495
0;0;19121801
0;0;18916786
0;1;19158429
0;1;19084657
0;0;18774861
0;0;18774909
0;1;18079759
1;1;19006645
0;1;19006649
1;1;19006962
0;0;19007045
0;1;19007888
0;1;18540673
0;0;18542913
0;1;18543348
0;0;17726182
0;0;18852184
1;1;18071576
0;0;18852410
0;0;19076110
0;0;19106865
0;1;19142109
0;0;19107210
0;0;19107245
0;1;19096012
0;1;19107589
0;1;18899705
0;0;18699710
0;0;18786629
0;1;18786684
0;0;18899942
1;1;18899979
0;1;17023850
0;1;17026737
0;1;17028716
0;0;17032141
0;1;17033718
0;0;17034363
0;0;17037703
0;0;17038156
0;1;17040646
0;1;17042115
0;1;17048226
0;0;17048730
1;1;17052053
0;1;17053639
0;1;17054779
0;0;17065308
0;1;17067985
0;1;17068140
0;0;17068234
0;0;17076264
0;0;17077825
0;0;17078072
0;0;17080652
0;1;17089651
0;0;18718172
0;0;17173294
0;1;19044089
1;1;18849889
0;1;18898502
0;0;18966304
0;0;19071658
0;1;19072114
0;1;18936310
0;1;19098809
1;1;19098934
0;1;19020076
0;0;19151961
0;1;19061523
1;1;19152518
0;0;18837844
0;0;18674573
0;1;16161038
0;0;18076969
0;0;18077178
1;1;18077336
0;0;18927554
0;1;18984521
0;1;18932574
0;1;18984830
0;1;18397767
1;1;19044090
0;0;19009602
0;1;18679404
0;1;18955167
0;1;19011985
0;1;19126458
0;0;18809680
0;0;18809765
0;0;18814799
0;1;18815646
0;0;19080978
1;1;18386868
0;1;18823634
0;1;16536178
0;1;16537960
0;1;19009199
1;1;16538833
0;0;18665334
1;1;19009559
0;0;18666065
1;1;18741967
0;1;19131729
1;1;19131929
1;1;18897966
0;1;19132163
1;1;19122307
0;0;19122639
0;0;19123964
0;1;19008150
0;1;19008914
0;1;19010224
0;1;19085499
0;1;19126319
0;0;19144482
0;0;19117533
0;1;19117773
0;0;19117774
0;1;18545531
0;1;18783297
0;1;16075900
0;1;18896135
0;0;18549740
0;1;18074835
0;0;18896403
0;0;19077003
0;1;19096485
0;0;19107934
0;0;19108200
0;1;17094180
0;0;17097909
0;1;17101521
0;1;17102224
0;1;17102886
0;1;17109579
0;0;17110149
0;1;17110716
0;1;17120942
0;0;17128682
0;1;17202725
0;0;17209294
0;0;17213825
0;0;17233060
0;0;17239291
0;1;17240039
0;0;17256487
0;0;17268684
1;1;17275604
0;0;17301945
0;1;18701429
0;0;18701795
0;1;18944511
0;0;18892988
0;1;19044173
0;0;19072297
0;0;19072756
0;0;19072899
0;1;19044519
0;0;17192009
0;1;18638482
0;1;19115010
1;1;19055001
0;1;19115143
0;0;19115172
0;0;18788959
1;1;18936791
0;1;18994618
0;0;19001832
0;0;19141477
1;1;18997349
0;1;18838542
0;0;16162221
0;1;18838780
1;1;18838814
0;0;18676643
0;0;16165088
0;1;19023420
0;0;18899192
0;0;18973852
0;1;19023680
1;1;19034343
0;0;19099323
0;1;19099490
0;0;19034567
0;1;18709354
0;0;19044706
0;0;18932790
0;0;18985534
0;1;18889232
0;0;18889283
1;1;18985964
0;0;18985992
0;1;19152765
0;1;19152939
0;0;19162840
0;1;19153129
0;0;18944571
0;0;18945061
1;1;18934329
0;0;18945081
0;1;18945253
0;0;18864332
0;1;18816512
0;0;18818592
0;1;18818668
0;1;18819826
0;1;18821285
0;1;18821785
0;0;18821815
0;0;18955628
0;0;18865686
0;1;17433188
0;0;18955812
0;1;18865743
0;1;18392157
0;0;18394041
0;0;18864776
0;0;19082686
0;0;19034099
0;1;19083286
0;1;19084190
0;1;19084566
0;1;18666372
0;1;16543642
0;1;18666989
0;0;18798966
0;0;19124787
0;1;19125329
0;1;19126256
0;1;19117997
0;0;19118320
0;1;19118397
1;1;18742529
0;1;18822010
0;1;19061062
0;0;19010524
0;1;19010535
0;0;19010553
0;1;19010720
0;1;19010850
0;0;19012274
1;1;19012304
0;0;19020434
0;0;18775318
1;1;19020487
0;1;19020594
0;1;18852708
0;1;17736631
1;1;17740484
0;0;17740608
0;0;18086764
0;0;18088489
0;1;19042554
0;1;19108709
0;0;17308981
0;0;17324386
0;0;17331807
0;1;17336969
0;1;17350949
0;0;17355027
0;0;17355745
0;0;17356602
0;0;17357027
0;1;17364737
0;0;17401273
0;1;17403998
0;1;17404199
0;0;17405606
0;1;17406840
1;1;17407437
0;1;19083173
0;0;19048039
0;1;18703685
0;0;18703826
0;0;18945057
0;0;19023874
0;0;19021964
0;1;18677364
0;0;18360485
0;0;18362201
0;1;18879476
0;0;18678553
0;1;18919646
0;1;18919906
0;1;19094575
0;0;19094723
0;1;19094978
0;0;18997490
0;1;18995355
1;1;18960371
0;1;18967484
0;0;18899597
0;0;18975036
0;1;18883000
0;1;18975267
0;1;18709661
0;0;19100204
0;0;19010346
0;1;19010986
0;1;19011154
0;1;19011175
0;0;19153188
0;1;19163258
0;1;19163409
0;0;19163499
0;0;18986708
0;0;18398448
0;1;18399089
0;1;16404222
0;1;16407139
0;1;18986917
1;1;18971602
0;1;18826695
0;1;18826719
0;1;18827017
0;1;18397977
0;1;18398808
0;1;18865861
0;1;18910037
0;1;16547142
0;1;19127041
0;1;19127301
0;0;19013155
0;1;19074399
0;0;19013341
0;1;19085008
0;0;19085555
0;1;19145585
0;1;19119241
0;0;19119449
0;1;19128134
0;1;19013106
1;1;19061307
0;0;19061385
0;0;19133630
0;0;18918931
0;1;18083824
0;0;18775983
0;1;19159841
0;0;18785046
0;0;16077830
0;1;16078488
0;0;19097453
0;0;19097532
0;0;19097860
0;0;17422797
0;0;17424725
0;0;17424732
0;0;17439133
0;1;17441154
0;1;17446474
1;1;17449757
0;0;17450937
0;1;17456566
0;1;17481724
0;1;17481897
0;0;17483196
1;1;17499697
1;1;17501075
1;1;17517319
0;1;17522241
0;1;17523082
1;1;17525138
0;1;17525536
0;0;18081655
0;0;18082001
1;1;18082114
0;1;18841062
0;1;16165905
0;0;18841246
1;1;19013768
0;0;18841607
0;1;18679566
0;1;18928915
0;1;18880575
0;1;18795212
0;0;17217524
1;1;18850479
0;0;19045741
0;1;18721758
0;1;19132013
1;1;18997860
0;1;18937912
0;1;18871706
0;1;18710748
0;0;19100719
0;1;18783817
0;1;19100839
0;1;19129050
0;0;19129747
0;1;19130647
0;1;19155666
0;1;19045458
0;1;18935133
0;0;18945921
0;1;18935263
0;0;18865089
1;1;18865494
0;1;18930573
0;0;19034317
0;0;18403328
1;1;16407538
0;0;16407543
0;1;16408027
1;1;16410128
0;0;16410398
0;1;19010940
0;0;18501993
0;1;18951889
0;1;18668166
0;1;18910610
0;1;16550772
1;1;16551353
0;0;18910746
0;1;19011354
1;1;18502458
0;1;19011438
0;1;19011490
0;0;18831474
1;1;18834020
0;0;19088534
0;1;19089073
1;1;19146726
0;0;19146800
0;0;19016071
0;1;19016164
0;1;19016407
0;1;18823198
0;1;19061823
0;0;18823467
0;0;18866371
0;0;18866426
0;0;19021200
0;0;18919919
0;1;18087850
0;1;18088641
0;1;19160509
0;0;18920403
1;1;18103586
0;0;18109536
0;0;18880829
1;1;18365078
0;0;18366236
0;1;18881267
0;1;17552747
0;1;17554102
0;0;17583017
0;1;17585953
0;1;17587214
0;1;17597512
0;1;18881378
0;1;17601296
0;0;17604587
0;1;17607739
0;1;17609253
0;0;17609516
0;1;17631640
1;1;17640486
0;1;17645988
0;0;17646408
0;0;17661537
0;0;17666289
0;1;19079620
0;0;19109806
0;0;19079996
0;1;19105563
0;1;18976301
0;1;18976327
0;1;18976487
0;0;19084209
0;1;19084300
0;1;18996263
0;1;18996566
1;1;18938751
0;1;18998468
0;1;17221267
0;1;17221588
0;0;19106517
0;1;18986379
0;1;19106597
0;0;18723173
0;1;18894555
0;0;18708861
1;1;18920879
0;1;18921495
0;1;18962349
0;1;18883576
0;1;19035998
0;0;19064072
1;1;19164901
0;0;19064645
0;1;19131812
0;0;18865864
0;0;18972044
0;1;19051730
0;0;18930841
0;1;18930863
0;1;18831001
0;1;16553850
0;0;16554501
0;0;18801250
1;1;18988245
0;0;18801575
0;0;18801585
0;1;18988494
0;0;16414740
0;1;19120399
0;1;19120632
0;1;19120663
0;1;19147388
1;1;19090173
0;0;19090739
0;1;19091132
0;0;18837139
0;0;18838246
0;1;18840950
0;1;19016554
0;0;19016698
0;1;19016884
0;0;19017131
0;0;19018223
1;1;19018605
0;1;17439882
0;1;19075453
0;0;18681601
0;0;19075818
0;0;18751704
0;0;19013922
0;1;17446409
0;1;18682912
0;0;17455147
0;1;17459078
0;1;18753047
0;1;18744726
0;1;18744733
0;0;19134607
0;1;18788649
0;0;18558346
0;0;18560099
